what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1460845576803
activated,view,com.google.eclipse.elt.view,1.1.2.201411270007,"com.google.eclipse.terminal.local.localTerminalView",1460845578830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460845579746
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460845666856
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1460845666898
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.opendecl",1460845686691
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1460845724750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460845725865
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1460845732567
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1460845733471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1460845743416
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1460845747168
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.shiftLeft",1460845752706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460845754033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1460845774733
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1460845775271
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1460845775632
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1460845780988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460845784713
activated,view,com.google.eclipse.elt.view,1.1.2.201411270007,"com.google.eclipse.terminal.local.localTerminalView",1460845786464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460845792742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460845793344
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460845797826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846139059
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1460846139114
activated,view,com.google.eclipse.elt.view,1.1.2.201411270007,"com.google.eclipse.terminal.local.localTerminalView",1460846155211
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846161385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846203885
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1460846214098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1460846243436
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1460846263717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1460846273784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1460846280195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460846281240
activated,view,com.google.eclipse.elt.view,1.1.2.201411270007,"com.google.eclipse.terminal.local.localTerminalView",1460846282711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846290977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846437530
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846463547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846544794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846547611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846551531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846556289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846750257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846750856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846785387
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846851131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846864005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846866740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846929021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460846931451
activated,perspective,cdac.linkplus.plugins.common,,"cdac.linkplus.plugins.LinkPerspective.LinkPlus",1460847661622
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1460847661623
started,bundle,cdac.linkplus.plugins.common,1.0.0.201411270007,"cdac.linkplus.plugins.common",1460847661623
started,bundle,com.google.eclipse.elt.emulator,1.1.2.201411270007,"com.google.eclipse.elt.emulator",1460847661623
